"Participant_ID","Age","Gender","Location","Education","COVID_Awareness_Level","Received_Info_Social_Media","Vaccine_Hesitancy","Reasons_For_Hesitancy"
470,38,"Male","Rural","College","High","No","No",""
471,56,"Female","Suburban","Graduate School","High","Yes","Yes",""
472,53,"Male","Urban","High School","Medium","Yes","No",""
473,50,"Female","Urban","Graduate School","Medium","No","No",""
474,47,"Male","Suburban","High School","High","No","Not Sure",""
475,54,"Male","Urban","High School","Low","Yes","Yes","Concerns about side effects"
476,40,"Female","Suburban","College","High","Yes","No",""
477,27,"Male","Urban","College","Low","No","Yes",""
478,22,"Male","Rural","College","Medium","No","No",""
479,53,"Female","Rural","Graduate School","Low","No","Not Sure",""
480,51,"Female","Rural","College","Medium","No","No",""
481,48,"Male","Rural","College","Low","Yes","Not Sure",""
482,27,"Female","Rural","High School","Medium","Yes","Yes",""
483,36,"Male","Suburban","College","Medium","No","No",""
484,49,"Female","Rural","College","High","No","No",""
485,18,"Male","Rural","College","Medium","Yes","Not Sure",""
486,22,"Male","Rural","College","High","No","Not Sure",""
487,62,"Female","Rural","High School","High","No","Yes",""
488,21,"Male","Urban","College","High","No","Not Sure",""
489,33,"Male","Rural","High School","Low","No","Yes",""
490,41,"Female","Rural","Graduate School","Low","No","No",""
491,33,"Female","Suburban","College","Medium","No","Yes",""
492,19,"Male","Urban","College","High","Yes","Yes",""
493,45,"Female","Suburban","College","High","No","Yes",""
494,49,"Female","Rural","High School","Medium","Yes","No",""
495,44,"Male","Suburban","College","High","Yes","No",""
496,37,"Male","Suburban","College","Medium","Yes","Not Sure","Concerns about side effects"
497,41,"Female","Rural","Graduate School","High","No","Yes",""
498,29,"Female","Urban","High School","Low","No","No",""
499,52,"Female","Urban","High School","Medium","No","Yes","Concerns about side effects"
500,50,"Male","Suburban","Graduate School","Medium","Yes","Yes","Concerns about side effects"
501,50,"Male","Rural","High School","Low","Yes","Yes","Concerns about side effects"
502,60,"Male","Suburban","College","Medium","No","No",""
503,54,"Male","Suburban","College","Low","No","Yes",""
504,29,"Male","Suburban","Graduate School","High","Yes","Yes",""
505,20,"Male","Rural","High School","Low","Yes","Not Sure",""
506,18,"Male","Rural","High School","Low","Yes","Yes",""
507,50,"Female","Urban","High School","Medium","No","Not Sure",""
508,57,"Female","Rural","Graduate School","High","Yes","Yes",""
509,27,"Male","Suburban","College","Low","Yes","Not Sure",""
510,60,"Male","Suburban","Graduate School","High","Yes","No",""
511,61,"Male","Urban","College","Low","No","No",""
512,46,"Female","Rural","Graduate School","Medium","No","Yes",""
513,30,"Male","Suburban","College","Low","No","Not Sure","Concerns about side effects"
514,29,"Female","Urban","High School","Low","Yes","No",""
515,48,"Female","Urban","High School","High","Yes","Yes",""
516,63,"Female","Suburban","High School","Low","Yes","Yes",""
517,19,"Female","Suburban","Graduate School","Medium","Yes","Not Sure",""
518,52,"Female","Rural","Graduate School","Medium","No","Not Sure","Concerns about side effects"
519,40,"Male","Urban","Graduate School","Low","Yes","Yes",""
520,34,"Male","Suburban","High School","Low","Yes","Not Sure",""
521,43,"Female","Urban","College","High","No","Not Sure",""
522,25,"Male","Rural","High School","High","Yes","No",""
523,46,"Female","Suburban","High School","Medium","Yes","Not Sure",""
524,43,"Female","Rural","College","High","Yes","Yes",""
525,27,"Male","Urban","College","Low","No","Not Sure",""
526,43,"Male","Rural","College","Medium","Yes","Yes",""
527,51,"Male","Rural","College","High","No","Yes",""
528,58,"Male","Urban","High School","Medium","Yes","Not Sure","Concerns about side effects"
529,24,"Male","Rural","Graduate School","Low","No","Not Sure",""
530,21,"Female","Urban","High School","High","No","Not Sure",""
531,62,"Male","Suburban","College","Low","No","No",""
532,28,"Male","Urban","Graduate School","Low","Yes","No",""
533,46,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
534,53,"Female","Suburban","High School","Medium","No","Yes","Concerns about side effects"
535,42,"Male","Urban","High School","Medium","No","Not Sure",""
536,38,"Female","Suburban","High School","High","Yes","No",""
537,53,"Male","Suburban","Graduate School","High","No","No","Concerns about side effects"
538,27,"Male","Urban","Graduate School","Medium","Yes","Not Sure",""
539,54,"Female","Rural","Graduate School","High","Yes","Yes",""
540,26,"Male","Rural","College","High","No","Yes",""
541,41,"Male","Suburban","College","Medium","No","No",""
542,52,"Female","Rural","High School","Low","Yes","No",""
543,52,"Male","Rural","Graduate School","High","Yes","No","Concerns about side effects"
544,53,"Female","Urban","High School","High","Yes","Yes",""
545,35,"Female","Suburban","Graduate School","Low","No","No",""
546,56,"Female","Suburban","High School","Low","Yes","No",""
547,49,"Female","Urban","College","Low","No","Yes",""
548,41,"Female","Rural","Graduate School","Medium","No","No",""
549,40,"Male","Suburban","College","Low","Yes","No",""
550,49,"Male","Rural","Graduate School","Medium","No","Not Sure",""
551,54,"Male","Suburban","High School","Low","No","No","Concerns about side effects"
552,29,"Female","Suburban","Graduate School","Low","No","Not Sure","Concerns about side effects"
553,30,"Female","Suburban","College","Medium","No","No",""
554,40,"Female","Suburban","Graduate School","Medium","Yes","No",""
555,42,"Female","Rural","High School","Low","Yes","Not Sure",""
556,52,"Male","Rural","Graduate School","Low","No","No","Concerns about side effects"
557,58,"Male","Rural","College","Low","No","Not Sure",""
558,47,"Female","Rural","High School","High","No","No",""
559,34,"Female","Urban","College","Low","No","Not Sure",""
560,37,"Male","Suburban","Graduate School","Medium","No","Not Sure",""
561,42,"Female","Suburban","College","High","Yes","No","Concerns about side effects"
562,39,"Female","Suburban","Graduate School","Medium","Yes","No",""
563,30,"Female","Urban","High School","High","Yes","Not Sure","Concerns about side effects"
564,36,"Male","Rural","College","High","Yes","Yes",""
565,53,"Male","Suburban","College","Medium","No","No",""
566,29,"Female","Rural","Graduate School","High","No","No",""
567,58,"Male","Rural","College","Medium","Yes","Yes",""
568,36,"Female","Urban","College","Low","Yes","Yes",""
569,29,"Female","Urban","High School","High","Yes","Not Sure",""
570,26,"Male","Rural","Graduate School","Medium","No","No",""
571,24,"Female","Suburban","Graduate School","High","No","Not Sure",""
572,45,"Female","Suburban","High School","Medium","No","No",""
573,31,"Male","Urban","High School","Low","Yes","Yes","Concerns about side effects"
574,48,"Female","Urban","Graduate School","Low","Yes","Not Sure",""
575,36,"Female","Urban","High School","High","No","No",""
576,64,"Female","Urban","High School","High","No","No","Concerns about side effects"
577,33,"Male","Urban","High School","Medium","No","Yes",""
578,22,"Female","Urban","Graduate School","Medium","Yes","Yes",""
579,52,"Male","Urban","High School","High","No","No",""
580,29,"Female","Suburban","College","Medium","No","Yes",""
581,42,"Female","Urban","College","Medium","Yes","Yes",""
582,38,"Female","Urban","Graduate School","Medium","No","Not Sure","Concerns about side effects"
583,53,"Female","Suburban","High School","High","No","No",""
584,40,"Male","Suburban","College","Low","No","Not Sure",""
585,33,"Male","Rural","Graduate School","Low","No","Yes",""
586,56,"Female","Urban","College","Medium","Yes","No",""
587,62,"Female","Urban","High School","High","No","Yes",""
588,59,"Female","Urban","Graduate School","Medium","Yes","Yes","Concerns about side effects"
589,56,"Female","Urban","College","Low","No","No",""
590,31,"Female","Rural","Graduate School","Medium","Yes","Yes",""
591,48,"Female","Suburban","College","Low","No","Not Sure","Concerns about side effects"
592,22,"Female","Suburban","College","High","No","No",""
593,52,"Female","Urban","High School","Medium","Yes","Yes",""
594,40,"Male","Urban","High School","High","No","Yes",""
595,46,"Male","Urban","College","Medium","No","Yes","Concerns about side effects"
596,60,"Male","Rural","Graduate School","Medium","Yes","No","Concerns about side effects"
597,28,"Female","Rural","Graduate School","Medium","No","Not Sure",""
598,35,"Female","Suburban","High School","Medium","No","Yes",""
599,64,"Female","Urban","College","Medium","No","Yes","Concerns about side effects"
600,29,"Male","Urban","High School","High","No","Yes",""
601,26,"Female","Urban","College","High","No","No",""
602,27,"Male","Urban","College","Low","Yes","Yes",""
603,61,"Female","Rural","High School","Medium","Yes","Yes","Concerns about side effects"
604,34,"Male","Suburban","Graduate School","Low","No","Yes",""
605,55,"Male","Suburban","High School","High","No","No",""
606,24,"Male","Rural","College","Low","Yes","Not Sure","Concerns about side effects"
607,63,"Female","Urban","High School","High","Yes","No","Concerns about side effects"
608,30,"Male","Suburban","Graduate School","Medium","Yes","Not Sure",""
609,57,"Female","Suburban","Graduate School","Low","Yes","Not Sure",""
610,59,"Female","Rural","College","Low","Yes","No",""
611,26,"Female","Urban","High School","Low","Yes","Yes",""
612,44,"Female","Suburban","Graduate School","Low","No","Not Sure",""
613,19,"Female","Urban","High School","Medium","No","Yes",""
614,22,"Male","Suburban","Graduate School","High","No","Not Sure","Concerns about side effects"
615,46,"Female","Rural","College","High","No","Yes",""
616,54,"Female","Urban","College","Medium","No","Yes",""
617,55,"Female","Rural","High School","High","Yes","No","Concerns about side effects"
618,36,"Female","Suburban","College","Low","Yes","Yes",""
619,25,"Female","Rural","Graduate School","Medium","Yes","Not Sure",""
620,62,"Male","Rural","College","High","Yes","Yes",""
621,18,"Male","Rural","Graduate School","Medium","Yes","Yes","Concerns about side effects"
622,39,"Female","Suburban","Graduate School","Medium","Yes","Yes",""
623,34,"Male","Urban","College","High","No","Not Sure",""
624,24,"Male","Rural","Graduate School","High","No","Not Sure",""
625,42,"Female","Urban","Graduate School","Medium","Yes","Not Sure",""
626,62,"Male","Suburban","High School","Medium","No","Yes","Concerns about side effects"
627,21,"Female","Urban","High School","High","Yes","No",""
628,53,"Male","Rural","High School","Medium","No","Not Sure",""
629,23,"Male","Rural","College","High","Yes","Yes","Concerns about side effects"
630,48,"Male","Rural","High School","Medium","Yes","Not Sure","Concerns about side effects"
631,36,"Female","Rural","Graduate School","Medium","No","No","Concerns about side effects"
632,61,"Male","Rural","College","Medium","Yes","Yes",""
633,56,"Male","Rural","College","High","No","Not Sure",""
634,44,"Female","Suburban","College","Low","No","Not Sure",""
635,27,"Female","Suburban","College","High","Yes","No",""
636,43,"Male","Suburban","Graduate School","Medium","Yes","Not Sure",""
637,36,"Female","Urban","Graduate School","Low","Yes","Yes",""
638,56,"Male","Urban","High School","Low","No","Yes","Concerns about side effects"
639,20,"Male","Suburban","College","Medium","No","No",""
640,62,"Female","Urban","High School","High","Yes","No","Concerns about side effects"
641,30,"Female","Urban","Graduate School","Low","Yes","No",""
642,45,"Female","Rural","College","Low","Yes","Yes",""
643,37,"Male","Rural","Graduate School","High","Yes","No",""
644,45,"Female","Urban","High School","High","Yes","Not Sure",""
645,25,"Male","Urban","Graduate School","Low","Yes","Not Sure",""
646,58,"Female","Suburban","College","High","Yes","Yes",""
647,56,"Male","Urban","College","Low","No","Not Sure",""
648,18,"Female","Rural","High School","Medium","No","No",""
649,20,"Male","Urban","College","High","Yes","Not Sure",""
650,30,"Female","Suburban","Graduate School","Low","Yes","No",""
651,45,"Male","Rural","Graduate School","High","No","Not Sure",""
652,42,"Female","Rural","Graduate School","High","Yes","Yes","Concerns about side effects"
653,50,"Female","Rural","Graduate School","Low","No","No",""
654,55,"Male","Rural","High School","Medium","No","Not Sure",""
655,23,"Female","Urban","Graduate School","Low","Yes","Yes",""
656,61,"Male","Suburban","High School","High","No","Not Sure",""
657,62,"Male","Urban","Graduate School","Low","No","Yes",""
658,49,"Female","Urban","High School","High","Yes","Not Sure",""
659,62,"Male","Rural","Graduate School","Low","Yes","No",""
660,64,"Female","Suburban","Graduate School","Medium","No","No",""
661,38,"Female","Rural","High School","Medium","Yes","No",""
662,33,"Male","Urban","College","Medium","No","No",""
663,38,"Female","Urban","College","Medium","No","No",""
664,28,"Male","Rural","College","Low","No","Not Sure",""
665,54,"Male","Urban","High School","Medium","No","Not Sure",""
666,53,"Female","Urban","College","Low","No","Not Sure",""
667,52,"Female","Rural","College","High","No","Not Sure",""
668,36,"Male","Urban","High School","High","Yes","No",""
669,37,"Male","Suburban","College","High","Yes","Yes",""
670,35,"Female","Rural","College","Medium","Yes","No",""
671,64,"Female","Suburban","College","Medium","Yes","Not Sure","Concerns about side effects"
672,58,"Female","Urban","High School","Medium","No","No",""
673,31,"Female","Urban","High School","High","No","No",""
674,32,"Male","Rural","College","High","No","No",""
675,48,"Female","Urban","College","High","No","Yes",""
676,18,"Male","Rural","High School","High","No","No",""
677,20,"Male","Rural","College","Low","Yes","No",""
678,33,"Female","Rural","High School","Low","Yes","Yes",""
679,40,"Male","Rural","College","Medium","Yes","No",""
680,28,"Female","Rural","High School","Medium","No","No",""
681,29,"Male","Suburban","Graduate School","High","No","No",""
