"Participant_ID","Ad_Type","Feel_About_Info_Social_Media"
4256,"Reason","Negative"
4257,"Control","Neutral"
4258,"Control","Positive"
4259,"Control","Neutral"
4260,"Control","Neutral"
4261,"Emotions","Positive"
4262,"Control","Negative"
4263,"Control","Positive"
4264,"Emotions","Negative"
4265,"Emotions","Positive"
4266,"Emotions","Negative"
4267,"Emotions","Negative"
4268,"Control","Neutral"
4269,"Reason","Neutral"
4270,"Reason","Negative"
4271,"Reason","Positive"
4272,"Reason","Negative"
4273,"Reason","Positive"
4274,"Reason","Negative"
4275,"Emotions","Positive"
4276,"Emotions","Neutral"
4277,"Reason","Positive"
4278,"Control","Neutral"
4279,"Control","Positive"
4280,"Reason","Neutral"
4281,"Control","Positive"
4282,"Emotions","Negative"
4283,"Emotions","Positive"
4284,"Control","Neutral"
4285,"Reason","Neutral"
4286,"Emotions","Positive"
4287,"Control","Negative"
4288,"Control","Positive"
4289,"Emotions","Positive"
4290,"Emotions","Neutral"
4291,"Reason","Negative"
4292,"Control","Negative"
4293,"Reason","Negative"
4294,"Emotions","Negative"
4295,"Control","Positive"
4296,"Emotions","Negative"
4297,"Emotions","Negative"
4298,"Emotions","Negative"
4299,"Reason","Neutral"
4300,"Emotions","Neutral"
4301,"Reason","Neutral"
4302,"Emotions","Negative"
4303,"Emotions","Positive"
4304,"Control","Positive"
4305,"Emotions","Neutral"
4306,"Control","Neutral"
4307,"Control","Negative"
4308,"Reason","Neutral"
4309,"Control","Neutral"
4310,"Control","Neutral"
4311,"Emotions","Neutral"
4312,"Emotions","Positive"
4313,"Reason","Negative"
4314,"Control","Positive"
4315,"Control","Neutral"
4316,"Reason","Negative"
4317,"Emotions","Negative"
4318,"Control","Positive"
4319,"Reason","Positive"
4320,"Emotions","Neutral"
4321,"Reason","Positive"
4322,"Reason","Neutral"
4323,"Control","Neutral"
4324,"Emotions","Neutral"
4325,"Control","Negative"
4326,"Control","Negative"
4327,"Emotions","Positive"
4328,"Emotions","Positive"
4329,"Emotions","Negative"
4330,"Control","Positive"
4331,"Emotions","Neutral"
4332,"Emotions","Neutral"
4333,"Emotions","Negative"
4334,"Reason","Positive"
4335,"Emotions","Positive"
4336,"Control","Negative"
4337,"Reason","Neutral"
4338,"Control","Neutral"
4339,"Reason","Positive"
4340,"Emotions","Negative"
4341,"Reason","Negative"
4342,"Control","Neutral"
4343,"Reason","Neutral"
4344,"Emotions","Positive"
4345,"Emotions","Negative"
4346,"Control","Positive"
4347,"Reason","Positive"
4348,"Control","Negative"
4349,"Control","Negative"
4350,"Control","Neutral"
4351,"Emotions","Negative"
4352,"Reason","Positive"
4353,"Emotions","Positive"
4354,"Emotions","Negative"
4355,"Emotions","Positive"
4356,"Reason","Negative"
4357,"Emotions","Neutral"
4358,"Emotions","Neutral"
4359,"Emotions","Negative"
4360,"Reason","Positive"
4361,"Reason","Negative"
4362,"Control","Negative"
4363,"Emotions","Neutral"
4364,"Emotions","Negative"
4365,"Reason","Neutral"
4366,"Reason","Neutral"
4367,"Emotions","Negative"
4368,"Control","Negative"
4369,"Control","Negative"
4370,"Emotions","Negative"
4371,"Control","Neutral"
4372,"Control","Negative"
4373,"Emotions","Neutral"
4374,"Control","Neutral"
4375,"Reason","Positive"
4376,"Emotions","Neutral"
4377,"Reason","Positive"
4378,"Emotions","Negative"
4379,"Reason","Positive"
4380,"Control","Negative"
4381,"Reason","Neutral"
4382,"Reason","Positive"
4383,"Reason","Negative"
4384,"Reason","Negative"
4385,"Reason","Positive"
4386,"Emotions","Positive"
4387,"Reason","Negative"
4388,"Reason","Negative"
4389,"Emotions","Neutral"
4390,"Emotions","Negative"
4391,"Control","Positive"
4392,"Reason","Negative"
4393,"Reason","Negative"
4394,"Control","Positive"
4395,"Reason","Neutral"
4396,"Control","Negative"
4397,"Emotions","Positive"
4398,"Reason","Positive"
4399,"Reason","Positive"
4400,"Emotions","Positive"
4401,"Reason","Neutral"
4402,"Emotions","Positive"
4403,"Emotions","Negative"
4404,"Control","Neutral"
4405,"Emotions","Positive"
4406,"Control","Negative"
4407,"Emotions","Neutral"
4408,"Control","Negative"
4409,"Control","Neutral"
4410,"Control","Positive"
4411,"Control","Negative"
4412,"Reason","Positive"
4413,"Emotions","Neutral"
4414,"Emotions","Positive"
4415,"Emotions","Positive"
4416,"Emotions","Negative"
4417,"Control","Positive"
4418,"Reason","Positive"
4419,"Emotions","Positive"
4420,"Emotions","Neutral"
4421,"Emotions","Negative"
4422,"Control","Negative"
4423,"Emotions","Positive"
4424,"Emotions","Negative"
4425,"Reason","Neutral"
4426,"Control","Neutral"
4427,"Reason","Positive"
4428,"Emotions","Positive"
4429,"Control","Neutral"
4430,"Emotions","Neutral"
4431,"Emotions","Neutral"
4432,"Control","Positive"
4433,"Reason","Neutral"
4434,"Control","Positive"
4435,"Control","Neutral"
4436,"Reason","Neutral"
4437,"Control","Negative"
4438,"Reason","Neutral"
4439,"Reason","Positive"
4440,"Control","Neutral"
4441,"Control","Negative"
4442,"Reason","Neutral"
4443,"Reason","Neutral"
4444,"Reason","Neutral"
4445,"Reason","Positive"
4446,"Reason","Neutral"
4447,"Control","Neutral"
4448,"Emotions","Neutral"
4449,"Control","Negative"
4450,"Emotions","Positive"
4451,"Reason","Positive"
4452,"Control","Negative"
4453,"Emotions","Positive"
4454,"Reason","Negative"
4455,"Control","Neutral"
4456,"Emotions","Positive"
4457,"Control","Neutral"
4458,"Emotions","Neutral"
4459,"Control","Positive"
4460,"Control","Neutral"
4461,"Emotions","Neutral"
4462,"Control","Negative"
4463,"Control","Positive"
4464,"Reason","Neutral"
4465,"Emotions","Negative"
4466,"Control","Positive"
4467,"Emotions","Neutral"
4468,"Control","Neutral"
4469,"Emotions","Neutral"
4470,"Emotions","Neutral"
4471,"Reason","Neutral"
4472,"Reason","Positive"
4473,"Emotions","Positive"
4474,"Control","Negative"
4475,"Emotions","Negative"
4476,"Control","Negative"
4477,"Emotions","Positive"
4478,"Reason","Positive"
4479,"Reason","Positive"
4480,"Control","Neutral"
4481,"Emotions","Positive"
4482,"Control","Positive"
4483,"Reason","Neutral"
4484,"Emotions","Negative"
4485,"Reason","Negative"
4486,"Reason","Negative"
4487,"Emotions","Neutral"
4488,"Control","Neutral"
4489,"Emotions","Neutral"
4490,"Reason","Positive"
4491,"Reason","Negative"
4492,"Reason","Neutral"
4493,"Reason","Neutral"
4494,"Control","Negative"
4495,"Emotions","Negative"
4496,"Emotions","Positive"
4497,"Control","Negative"
4498,"Control","Neutral"
4499,"Reason","Positive"
4500,"Emotions","Negative"
4501,"Emotions","Positive"
4502,"Emotions","Neutral"
4503,"Control","Neutral"
4504,"Reason","Neutral"
4505,"Reason","Neutral"
4506,"Emotions","Positive"
4507,"Reason","Positive"
4508,"Control","Neutral"
4509,"Control","Positive"
4510,"Emotions","Neutral"
4511,"Reason","Neutral"
4512,"Control","Negative"
4513,"Control","Positive"
4514,"Control","Negative"
4515,"Control","Neutral"
4516,"Reason","Negative"
4517,"Control","Neutral"
4518,"Control","Neutral"
4519,"Reason","Neutral"
4520,"Emotions","Positive"
4521,"Emotions","Neutral"
4522,"Control","Neutral"
4523,"Emotions","Positive"
4524,"Reason","Positive"
4525,"Control","Neutral"
4526,"Reason","Positive"
4527,"Emotions","Neutral"
4528,"Emotions","Negative"
4529,"Control","Positive"
4530,"Emotions","Negative"
4531,"Control","Neutral"
4532,"Control","Positive"
4533,"Reason","Positive"
4534,"Emotions","Neutral"
4535,"Emotions","Positive"
4536,"Control","Positive"
4537,"Control","Positive"
4538,"Control","Negative"
4539,"Control","Neutral"
4540,"Reason","Neutral"
4541,"Emotions","Neutral"
4542,"Reason","Positive"
4543,"Emotions","Positive"
4544,"Reason","Positive"
4545,"Control","Neutral"
4546,"Reason","Negative"
4547,"Reason","Neutral"
4548,"Control","Neutral"
4549,"Control","Negative"
4550,"Emotions","Positive"
4551,"Emotions","Positive"
4552,"Reason","Neutral"
4553,"Reason","Negative"
4554,"Reason","Neutral"
4555,"Control","Neutral"
4556,"Emotions","Negative"
4557,"Reason","Negative"
4558,"Emotions","Positive"
4559,"Emotions","Neutral"
4560,"Control","Negative"
4561,"Control","Negative"
4562,"Reason","Negative"
4563,"Reason","Negative"
4564,"Reason","Neutral"
4565,"Reason","Neutral"
4566,"Reason","Neutral"
4567,"Emotions","Negative"
4568,"Emotions","Positive"
4569,"Control","Negative"
4570,"Control","Neutral"
4571,"Emotions","Neutral"
4572,"Control","Neutral"
4573,"Control","Positive"
4574,"Reason","Positive"
4575,"Control","Neutral"
4576,"Control","Negative"
4577,"Control","Neutral"
4578,"Emotions","Neutral"
4579,"Emotions","Positive"
4580,"Reason","Positive"
4581,"Control","Positive"
4582,"Emotions","Positive"
4583,"Reason","Neutral"
4584,"Control","Negative"
4585,"Reason","Neutral"
4586,"Reason","Neutral"
4587,"Control","Negative"
4588,"Emotions","Neutral"
4589,"Control","Negative"
4590,"Control","Positive"
4591,"Control","Positive"
4592,"Emotions","Positive"
4593,"Control","Negative"
4594,"Emotions","Neutral"
4595,"Reason","Positive"
4596,"Emotions","Positive"
4597,"Reason","Neutral"
4598,"Reason","Positive"
4599,"Control","Positive"
4600,"Emotions","Negative"
4601,"Reason","Neutral"
4602,"Reason","Negative"
4603,"Emotions","Positive"
4604,"Emotions","Positive"
4605,"Reason","Neutral"
4606,"Reason","Positive"
4607,"Emotions","Negative"
4608,"Emotions","Negative"
4609,"Reason","Neutral"
4610,"Control","Neutral"
4611,"Emotions","Positive"
4612,"Reason","Neutral"
4613,"Reason","Neutral"
4614,"Control","Positive"
4615,"Emotions","Positive"
4616,"Reason","Negative"
4617,"Control","Negative"
4618,"Emotions","Neutral"
4619,"Control","Positive"
4620,"Reason","Neutral"
4621,"Control","Negative"
4622,"Reason","Neutral"
4623,"Reason","Negative"
4624,"Control","Negative"
4625,"Control","Neutral"
4626,"Reason","Negative"
4627,"Control","Negative"
4628,"Emotions","Positive"
4629,"Emotions","Neutral"
4630,"Control","Neutral"
4631,"Control","Neutral"
4632,"Emotions","Negative"
4633,"Reason","Negative"
4634,"Reason","Negative"
4635,"Emotions","Neutral"
4636,"Reason","Positive"
4637,"Control","Neutral"
4638,"Control","Neutral"
4639,"Emotions","Neutral"
4640,"Emotions","Positive"
4641,"Emotions","Neutral"
4642,"Emotions","Positive"
4643,"Reason","Positive"
4644,"Reason","Neutral"
4645,"Reason","Neutral"
4646,"Control","Neutral"
4647,"Control","Negative"
4648,"Emotions","Positive"
4649,"Emotions","Neutral"
4650,"Reason","Positive"
4651,"Reason","Negative"
4652,"Reason","Negative"
4653,"Emotions","Neutral"
4654,"Reason","Positive"
4655,"Emotions","Negative"
4656,"Emotions","Negative"
4657,"Control","Positive"
4658,"Control","Negative"
4659,"Emotions","Positive"
4660,"Reason","Neutral"
4661,"Emotions","Positive"
4662,"Emotions","Neutral"
4663,"Emotions","Positive"
4664,"Emotions","Negative"
4665,"Control","Neutral"
4666,"Control","Positive"
4667,"Emotions","Neutral"
4668,"Control","Positive"
4669,"Control","Positive"
4670,"Reason","Neutral"
4671,"Control","Neutral"
4672,"Control","Neutral"
4673,"Emotions","Negative"
4674,"Control","Positive"
4675,"Control","Positive"
4676,"Control","Neutral"
4677,"Emotions","Positive"
4678,"Emotions","Positive"
4679,"Control","Positive"
4680,"Emotions","Neutral"
4681,"Emotions","Positive"
4682,"Reason","Positive"
4683,"Control","Negative"
4684,"Reason","Negative"
4685,"Control","Neutral"
4686,"Control","Positive"
4687,"Reason","Positive"
4688,"Reason","Negative"
4689,"Control","Neutral"
4690,"Reason","Neutral"
4691,"Reason","Positive"
4692,"Emotions","Negative"
4693,"Control","Negative"
4694,"Emotions","Negative"
4695,"Control","Positive"
4696,"Emotions","Positive"
4697,"Control","Positive"
4698,"Emotions","Negative"
4699,"Control","Neutral"
4700,"Emotions","Positive"
4701,"Reason","Positive"
4702,"Control","Neutral"
4703,"Reason","Neutral"
4704,"Emotions","Negative"
4705,"Control","Positive"
4706,"Emotions","Negative"
4707,"Emotions","Positive"
4708,"Reason","Negative"
4709,"Control","Negative"
4710,"Emotions","Neutral"
4711,"Reason","Positive"
4712,"Reason","Neutral"
4713,"Reason","Neutral"
4714,"Reason","Neutral"
4715,"Emotions","Positive"
4716,"Emotions","Negative"
4717,"Emotions","Negative"
4718,"Control","Positive"
4719,"Control","Positive"
4720,"Reason","Negative"
4721,"Emotions","Negative"
4722,"Reason","Neutral"
4723,"Emotions","Negative"
4724,"Control","Neutral"
4725,"Reason","Negative"
4726,"Emotions","Negative"
4727,"Emotions","Negative"
4728,"Emotions","Neutral"
4729,"Reason","Neutral"
4730,"Control","Negative"
4731,"Emotions","Neutral"
4732,"Reason","Neutral"
4733,"Emotions","Neutral"
4734,"Reason","Neutral"
4735,"Control","Positive"
4736,"Emotions","Neutral"
4737,"Reason","Negative"
4738,"Emotions","Neutral"
4739,"Reason","Negative"
4740,"Control","Neutral"
4741,"Control","Negative"
4742,"Reason","Positive"
4743,"Control","Negative"
4744,"Emotions","Neutral"
4745,"Control","Neutral"
4746,"Emotions","Negative"
4747,"Control","Positive"
4748,"Control","Neutral"
4749,"Emotions","Neutral"
4750,"Control","Negative"
4751,"Emotions","Negative"
4752,"Emotions","Positive"
4753,"Control","Negative"
4754,"Control","Neutral"
4755,"Emotions","Negative"
4756,"Reason","Positive"
4757,"Control","Positive"
4758,"Control","Neutral"
4759,"Reason","Negative"
4760,"Reason","Neutral"
4761,"Control","Positive"
4762,"Control","Positive"
4763,"Control","Negative"
4764,"Reason","Negative"
4765,"Control","Neutral"
4766,"Reason","Positive"
4767,"Reason","Neutral"
4768,"Emotions","Neutral"
4769,"Reason","Neutral"
4770,"Emotions","Positive"
4771,"Reason","Negative"
4772,"Reason","Positive"
4773,"Emotions","Neutral"
4774,"Emotions","Positive"
4775,"Emotions","Neutral"
4776,"Emotions","Neutral"
4777,"Emotions","Negative"
4778,"Emotions","Neutral"
4779,"Emotions","Positive"
4780,"Reason","Negative"
4781,"Reason","Negative"
4782,"Emotions","Negative"
4783,"Control","Negative"
4784,"Emotions","Negative"
4785,"Control","Positive"
4786,"Reason","Neutral"
4787,"Reason","Neutral"
4788,"Control","Neutral"
4789,"Reason","Neutral"
4790,"Emotions","Negative"
4791,"Control","Neutral"
4792,"Control","Neutral"
4793,"Reason","Negative"
4794,"Control","Negative"
4795,"Control","Negative"
4796,"Control","Neutral"
4797,"Reason","Negative"
4798,"Control","Negative"
4799,"Control","Positive"
4800,"Emotions","Positive"
4801,"Emotions","Neutral"
4802,"Control","Negative"
4803,"Reason","Neutral"
4804,"Control","Positive"
4805,"Reason","Positive"
4806,"Emotions","Negative"
4807,"Emotions","Neutral"
4808,"Control","Positive"
4809,"Reason","Negative"
4810,"Reason","Neutral"
4811,"Reason","Negative"
4812,"Control","Negative"
4813,"Reason","Positive"
4814,"Emotions","Neutral"
4815,"Reason","Positive"
4816,"Reason","Neutral"
4817,"Control","Neutral"
4818,"Control","Negative"
4819,"Control","Negative"
4820,"Control","Neutral"
4821,"Control","Negative"
4822,"Reason","Positive"
4823,"Reason","Neutral"
4824,"Control","Positive"
4825,"Control","Negative"
4826,"Reason","Neutral"
4827,"Control","Negative"
4828,"Emotions","Positive"
4829,"Reason","Neutral"
4830,"Emotions","Negative"
4831,"Reason","Positive"
4832,"Reason","Positive"
4833,"Reason","Negative"
4834,"Reason","Neutral"
4835,"Reason","Negative"
4836,"Reason","Neutral"
4837,"Reason","Positive"
4838,"Control","Positive"
4839,"Control","Positive"
4840,"Control","Negative"
4841,"Emotions","Negative"
4842,"Reason","Negative"
4843,"Control","Positive"
4844,"Control","Neutral"
4845,"Control","Negative"
4846,"Reason","Negative"
4847,"Reason","Negative"
4848,"Emotions","Positive"
4849,"Emotions","Neutral"
4850,"Reason","Neutral"
4851,"Emotions","Neutral"
4852,"Control","Negative"
4853,"Emotions","Negative"
4854,"Control","Neutral"
4855,"Emotions","Positive"
4856,"Control","Neutral"
4857,"Emotions","Negative"
4858,"Emotions","Neutral"
4859,"Reason","Neutral"
4860,"Reason","Neutral"
4861,"Control","Positive"
4862,"Reason","Negative"
4863,"Control","Negative"
4864,"Reason","Neutral"
4865,"Reason","Negative"
4866,"Control","Positive"
4867,"Emotions","Neutral"
4868,"Control","Positive"
4869,"Control","Neutral"
4870,"Control","Neutral"
4871,"Reason","Neutral"
4872,"Reason","Positive"
4873,"Reason","Negative"
4874,"Control","Negative"
4875,"Emotions","Negative"
4876,"Emotions","Negative"
4877,"Control","Positive"
4878,"Control","Negative"
4879,"Emotions","Negative"
4880,"Reason","Neutral"
4881,"Control","Positive"
4882,"Emotions","Neutral"
4883,"Emotions","Negative"
4884,"Emotions","Neutral"
4885,"Reason","Negative"
4886,"Emotions","Neutral"
4887,"Emotions","Positive"
4888,"Emotions","Neutral"
4889,"Control","Neutral"
4890,"Control","Neutral"
4891,"Control","Neutral"
4892,"Emotions","Negative"
4893,"Emotions","Neutral"
4894,"Reason","Positive"
4895,"Emotions","Neutral"
4896,"Reason","Positive"
4897,"Emotions","Neutral"
4898,"Reason","Negative"
4899,"Control","Positive"
4900,"Emotions","Positive"
4901,"Reason","Neutral"
4902,"Control","Negative"
4903,"Control","Negative"
4904,"Emotions","Positive"
4905,"Reason","Neutral"
4906,"Reason","Negative"
4907,"Reason","Negative"
4908,"Control","Negative"
4909,"Reason","Neutral"
4910,"Control","Neutral"
4911,"Reason","Positive"
4912,"Control","Neutral"
4913,"Emotions","Negative"
4914,"Control","Positive"
4915,"Reason","Neutral"
4916,"Control","Negative"
4917,"Reason","Negative"
4918,"Emotions","Positive"
4919,"Control","Positive"
4920,"Emotions","Neutral"
4921,"Control","Neutral"
4922,"Control","Positive"
4923,"Emotions","Positive"
4924,"Emotions","Negative"
4925,"Control","Neutral"
4926,"Control","Negative"
4927,"Control","Positive"
4928,"Emotions","Positive"
4929,"Reason","Positive"
4930,"Emotions","Neutral"
4931,"Control","Positive"
4932,"Control","Positive"
4933,"Emotions","Neutral"
4934,"Control","Positive"
4935,"Control","Neutral"
4936,"Control","Positive"
4937,"Control","Neutral"
4938,"Control","Neutral"
4939,"Reason","Neutral"
4940,"Emotions","Neutral"
4941,"Emotions","Negative"
4942,"Emotions","Neutral"
4943,"Reason","Neutral"
4944,"Reason","Neutral"
4945,"Emotions","Neutral"
4946,"Emotions","Positive"
4947,"Emotions","Positive"
4948,"Control","Neutral"
4949,"Reason","Neutral"
4950,"Reason","Negative"
4951,"Control","Neutral"
4952,"Reason","Neutral"
4953,"Emotions","Neutral"
4954,"Reason","Positive"
4955,"Control","Neutral"
4956,"Emotions","Neutral"
4957,"Reason","Negative"
4958,"Emotions","Positive"
4959,"Reason","Negative"
4960,"Emotions","Neutral"
4961,"Control","Negative"
4962,"Control","Neutral"
4963,"Reason","Neutral"
4964,"Reason","Positive"
4965,"Emotions","Negative"
4966,"Control","Neutral"
4967,"Emotions","Negative"
4968,"Control","Positive"
4969,"Emotions","Neutral"
4970,"Emotions","Positive"
4971,"Emotions","Negative"
4972,"Reason","Negative"
4973,"Control","Negative"
4974,"Reason","Neutral"
4975,"Reason","Neutral"
4976,"Emotions","Neutral"
4977,"Control","Positive"
4978,"Reason","Negative"
4979,"Emotions","Negative"
4980,"Control","Negative"
4981,"Control","Positive"
4982,"Reason","Neutral"
4983,"Emotions","Positive"
4984,"Reason","Negative"
4985,"Control","Negative"
4986,"Reason","Positive"
4987,"Emotions","Neutral"
4988,"Control","Neutral"
4989,"Emotions","Negative"
4990,"Emotions","Positive"
4991,"Control","Neutral"
4992,"Emotions","Positive"
4993,"Emotions","Negative"
4994,"Emotions","Negative"
4995,"Control","Negative"
4996,"Emotions","Negative"
4997,"Reason","Neutral"
4998,"Reason","Negative"
4999,"Emotions","Neutral"
5000,"Reason","Neutral"
