Participant_ID,Age_x,Gender_x,Location_x,Education_x,COVID_Awareness_Level_x,Received_Info_Social_Media_x,Vaccine_Hesitancy_x,Reasons_For_Hesitancy_x,Ad_Type_x,Feel_About_Info_Social_Media,Age_y,Gender_y,Location_y,Education_y,COVID_Awareness_Level_y,Received_Info_Social_Media_y,Vaccine_Hesitancy_y,Reasons_For_Hesitancy_y,Ad_Type_y,Received_Vaccine,Influenced_Decision,Effectiveness_Reason_Ad,Effectiveness_Emotions_Ad
181,44,Female,Rural,Graduate School,Medium,No,Yes,,Control,Negative,44,Female,Rural,Graduate School,Medium,No,Yes,,Emotions,Yes,Emotions Ad,,Somewhat effective
182,30,Male,Urban,Graduate School,Low,Yes,Not Sure,,Control,Positive,30,Male,Urban,Graduate School,Low,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
183,58,Female,Suburban,High School,High,No,Not Sure,,Reason,Positive,58,Female,Suburban,High School,High,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
184,20,Female,Suburban,Graduate School,Medium,No,Yes,,Reason,Neutral,20,Female,Suburban,Graduate School,Medium,No,Yes,,Control,No,Not Applicable,,
185,56,Female,Urban,College,High,No,Yes,Concerns about side effects,Control,Neutral,56,Female,Urban,College,High,No,Yes,Concerns about side effects,Control,Yes,Reason Ad,,
186,23,Female,Suburban,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Reason,Negative,23,Female,Suburban,Graduate School,Medium,Yes,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Somewhat effective
187,25,Female,Rural,High School,High,No,Not Sure,,Control,Neutral,25,Female,Rural,High School,High,No,Not Sure,,Emotions,No,Not Applicable,,Very effective
188,44,Female,Urban,College,Low,Yes,Yes,,Reason,Negative,44,Female,Urban,College,Low,Yes,Yes,,Reason,Yes,Reason Ad,Very effective,
189,26,Female,Rural,Graduate School,High,No,Yes,,Reason,Negative,26,Female,Rural,Graduate School,High,No,Yes,,Control,No,Not Applicable,,
190,54,Male,Urban,College,Low,No,No,,Emotions,Negative,54,Male,Urban,College,Low,No,No,,Emotions,No,Not Applicable,,Not at all effective
191,50,Male,Suburban,High School,High,No,Not Sure,,Control,Positive,50,Male,Suburban,High School,High,No,Not Sure,,Emotions,No,Not Applicable,,Very effective
192,59,Female,Rural,Graduate School,High,No,Not Sure,,Reason,Positive,59,Female,Rural,Graduate School,High,No,Not Sure,,Emotions,No,Not Applicable,,Somewhat effective
193,61,Male,Suburban,Graduate School,High,No,Yes,,Reason,Neutral,61,Male,Suburban,Graduate School,High,No,Yes,,Control,No,Not Applicable,,
194,41,Male,Suburban,College,Medium,Yes,Yes,,Emotions,Neutral,41,Male,Suburban,College,Medium,Yes,Yes,,Control,No,Not Applicable,,
195,32,Female,Urban,Graduate School,Medium,No,No,,Reason,Negative,32,Female,Urban,Graduate School,Medium,No,No,,Control,Yes,Reason Ad,,
197,49,Female,Suburban,Graduate School,Low,No,Yes,,Reason,Positive,49,Female,Suburban,Graduate School,Low,No,Yes,,Control,No,Not Applicable,,
198,41,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Emotions,Positive,41,Female,Urban,Graduate School,Medium,Yes,Not Sure,,Control,Yes,Emotions Ad,,
199,58,Female,Urban,High School,Low,No,No,,Emotions,Negative,58,Female,Urban,High School,Low,No,No,,Reason,Yes,Reason Ad,Somewhat effective,
200,29,Female,Urban,Graduate School,Low,No,Yes,,Control,Negative,29,Female,Urban,Graduate School,Low,No,Yes,,Reason,Yes,Other,Not at all effective,
201,56,Female,Suburban,College,Medium,No,Yes,,Control,Neutral,56,Female,Suburban,College,Medium,No,Yes,,Control,Yes,Emotions Ad,,
202,19,Male,Urban,High School,Medium,No,Yes,,Reason,Negative,19,Male,Urban,High School,Medium,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
203,20,Female,Rural,College,Medium,Yes,Not Sure,,Control,Negative,20,Female,Rural,College,Medium,Yes,Not Sure,,Control,No,Not Applicable,,
204,54,Male,Rural,College,Medium,No,Yes,,Control,Negative,54,Male,Rural,College,Medium,No,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
205,34,Female,Suburban,College,High,Yes,Yes,,Control,Positive,34,Female,Suburban,College,High,Yes,Yes,,Reason,Yes,Other,Somewhat effective,
206,19,Female,Rural,High School,Medium,Yes,Not Sure,,Reason,Positive,19,Female,Rural,High School,Medium,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
207,19,Female,Urban,High School,Low,Yes,Yes,Concerns about side effects,Reason,Neutral,19,Female,Urban,High School,Low,Yes,Yes,Concerns about side effects,Control,No,Not Applicable,,
208,45,Male,Suburban,High School,High,Yes,Yes,,Control,Neutral,45,Male,Suburban,High School,High,Yes,Yes,,Reason,No,Not Applicable,Very effective,
209,40,Female,Urban,Graduate School,High,No,No,,Control,Neutral,40,Female,Urban,Graduate School,High,No,No,,Reason,Yes,Other,Not at all effective,
210,54,Female,Suburban,College,Low,No,Yes,,Reason,Negative,54,Female,Suburban,College,Low,No,Yes,,Emotions,Yes,Other,,Not at all effective
211,49,Female,Suburban,High School,High,Yes,Not Sure,,Control,Negative,49,Female,Suburban,High School,High,Yes,Not Sure,,Reason,Yes,Emotions Ad,Very effective,
212,50,Female,Urban,College,Low,Yes,No,,Emotions,Positive,50,Female,Urban,College,Low,Yes,No,,Emotions,No,Not Applicable,,Somewhat effective
213,18,Male,Rural,High School,High,Yes,Yes,,Reason,Negative,18,Male,Rural,High School,High,Yes,Yes,,Reason,Yes,Emotions Ad,Not at all effective,
214,36,Female,Rural,High School,High,No,Not Sure,,Reason,Negative,36,Female,Rural,High School,High,No,Not Sure,,Emotions,Yes,Other,,Not at all effective
215,19,Male,Suburban,High School,Low,Yes,Yes,,Emotions,Positive,19,Male,Suburban,High School,Low,Yes,Yes,,Emotions,No,Not Applicable,,Very effective
216,61,Female,Urban,College,Low,Yes,No,,Control,Neutral,61,Female,Urban,College,Low,Yes,No,,Control,No,Not Applicable,,
218,49,Male,Suburban,High School,Low,Yes,No,,Control,Positive,49,Male,Suburban,High School,Low,Yes,No,,Control,No,Not Applicable,,
219,23,Female,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Control,Positive,23,Female,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Reason,No,Not Applicable,Very effective,
220,49,Female,Urban,High School,Medium,No,Not Sure,,Reason,Neutral,49,Female,Urban,High School,Medium,No,Not Sure,,Control,No,Not Applicable,,
221,21,Male,Rural,Graduate School,Low,Yes,Yes,,Reason,Positive,21,Male,Rural,Graduate School,Low,Yes,Yes,,Control,Yes,Other,,
222,28,Female,Rural,College,Medium,No,Not Sure,,Control,Neutral,28,Female,Rural,College,Medium,No,Not Sure,,Control,Yes,Reason Ad,,
224,55,Female,Suburban,College,Low,No,Yes,,Reason,Neutral,55,Female,Suburban,College,Low,No,Yes,,Reason,No,Not Applicable,Somewhat effective,
225,41,Male,Rural,College,High,No,Not Sure,,Control,Neutral,41,Male,Rural,College,High,No,Not Sure,,Reason,Yes,Other,Not at all effective,
226,22,Female,Urban,High School,Low,No,Not Sure,,Reason,Neutral,22,Female,Urban,High School,Low,No,Not Sure,,Control,No,Not Applicable,,
227,51,Female,Urban,Graduate School,Low,Yes,Not Sure,,Reason,Positive,51,Female,Urban,Graduate School,Low,Yes,Not Sure,,Control,Yes,Other,,
228,23,Female,Suburban,High School,Low,No,Not Sure,,Reason,Negative,23,Female,Suburban,High School,Low,No,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
229,39,Male,Rural,Graduate School,Low,No,Yes,,Emotions,Neutral,39,Male,Rural,Graduate School,Low,No,Yes,,Control,No,Not Applicable,,
230,28,Female,Urban,College,High,Yes,Yes,,Emotions,Neutral,28,Female,Urban,College,High,Yes,Yes,,Emotions,Yes,Other,,Not at all effective
231,33,Male,Urban,Graduate School,Low,No,No,Concerns about side effects,Control,Negative,33,Male,Urban,Graduate School,Low,No,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
232,50,Female,Suburban,High School,High,Yes,Not Sure,,Emotions,Negative,50,Female,Suburban,High School,High,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
233,26,Male,Rural,High School,Low,Yes,Yes,,Control,Neutral,26,Male,Rural,High School,Low,Yes,Yes,,Emotions,No,Not Applicable,,Very effective
234,23,Female,Urban,College,High,Yes,Not Sure,,Control,Negative,23,Female,Urban,College,High,Yes,Not Sure,,Control,Yes,Emotions Ad,,
235,33,Female,Suburban,High School,Medium,Yes,Yes,,Reason,Neutral,33,Female,Suburban,High School,Medium,Yes,Yes,,Emotions,Yes,Other,,Not at all effective
237,20,Male,Urban,Graduate School,High,No,Not Sure,,Emotions,Negative,20,Male,Urban,Graduate School,High,No,Not Sure,,Control,No,Not Applicable,,
238,37,Male,Urban,High School,Low,Yes,No,,Control,Negative,37,Male,Urban,High School,Low,Yes,No,,Control,Yes,Other,,
240,36,Female,Rural,College,High,No,No,,Reason,Negative,36,Female,Rural,College,High,No,No,,Reason,Yes,Emotions Ad,Not at all effective,
242,20,Female,Rural,College,Medium,No,Not Sure,,Reason,Neutral,20,Female,Rural,College,Medium,No,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
243,36,Male,Urban,Graduate School,Medium,No,Yes,Concerns about side effects,Emotions,Negative,36,Male,Urban,Graduate School,Medium,No,Yes,Concerns about side effects,Control,Yes,Reason Ad,,
244,37,Female,Rural,Graduate School,Medium,Yes,Yes,,Control,Negative,37,Female,Rural,Graduate School,Medium,Yes,Yes,,Emotions,No,Not Applicable,,Not at all effective
245,49,Female,Urban,High School,High,No,Not Sure,,Control,Positive,49,Female,Urban,High School,High,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
246,24,Female,Urban,High School,Low,Yes,Not Sure,,Control,Neutral,24,Female,Urban,High School,Low,Yes,Not Sure,,Control,No,Not Applicable,,
247,58,Female,Suburban,Graduate School,Medium,No,Not Sure,,Reason,Neutral,58,Female,Suburban,Graduate School,Medium,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
248,50,Female,Urban,College,Medium,No,Not Sure,,Emotions,Positive,50,Female,Urban,College,Medium,No,Not Sure,,Reason,Yes,Other,Somewhat effective,
249,57,Female,Suburban,High School,Medium,No,Yes,,Emotions,Negative,57,Female,Suburban,High School,Medium,No,Yes,,Reason,No,Not Applicable,Not at all effective,
250,56,Female,Rural,High School,Medium,No,Not Sure,,Reason,Negative,56,Female,Rural,High School,Medium,No,Not Sure,,Emotions,Yes,Other,,Very effective
251,35,Male,Rural,College,Low,No,Not Sure,Concerns about side effects,Emotions,Positive,35,Male,Rural,College,Low,No,Not Sure,Concerns about side effects,Emotions,Yes,Emotions Ad,,Somewhat effective
253,18,Female,Suburban,College,High,Yes,No,Concerns about side effects,Control,Positive,18,Female,Suburban,College,High,Yes,No,Concerns about side effects,Control,Yes,Reason Ad,,
254,28,Female,Urban,College,High,Yes,Not Sure,,Reason,Negative,28,Female,Urban,College,High,Yes,Not Sure,,Emotions,No,Not Applicable,,Very effective
255,45,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Reason,Positive,45,Female,Suburban,College,Low,No,Not Sure,Concerns about side effects,Control,No,Not Applicable,,
256,42,Male,Suburban,College,Medium,Yes,Yes,,Reason,Neutral,42,Male,Suburban,College,Medium,Yes,Yes,,Control,No,Not Applicable,,
257,40,Male,Suburban,College,Medium,No,No,,Reason,Positive,40,Male,Suburban,College,Medium,No,No,,Reason,No,Not Applicable,Somewhat effective,
260,59,Male,Rural,Graduate School,High,Yes,Yes,,Emotions,Positive,59,Male,Rural,Graduate School,High,Yes,Yes,,Reason,No,Not Applicable,Not at all effective,
261,52,Male,Suburban,College,Low,No,Yes,,Control,Neutral,52,Male,Suburban,College,Low,No,Yes,,Emotions,No,Not Applicable,,Very effective
262,24,Female,Rural,High School,Low,No,Not Sure,,Emotions,Negative,24,Female,Rural,High School,Low,No,Not Sure,,Control,No,Not Applicable,,
263,33,Male,Rural,Graduate School,Low,Yes,Not Sure,,Reason,Positive,33,Male,Rural,Graduate School,Low,Yes,Not Sure,,Control,Yes,Reason Ad,,
264,43,Male,Rural,High School,High,No,No,,Control,Negative,43,Male,Rural,High School,High,No,No,,Reason,Yes,Emotions Ad,Very effective,
265,19,Female,Urban,College,Low,Yes,No,,Control,Negative,19,Female,Urban,College,Low,Yes,No,,Reason,No,Not Applicable,Somewhat effective,
266,18,Male,Suburban,College,High,Yes,No,,Reason,Neutral,18,Male,Suburban,College,High,Yes,No,,Reason,No,Not Applicable,Not at all effective,
267,29,Female,Urban,High School,High,No,Not Sure,,Reason,Negative,29,Female,Urban,High School,High,No,Not Sure,,Emotions,Yes,Emotions Ad,,Not at all effective
268,22,Female,Suburban,College,Medium,No,Yes,,Reason,Negative,22,Female,Suburban,College,Medium,No,Yes,,Control,No,Not Applicable,,
269,54,Male,Suburban,High School,High,No,No,,Emotions,Positive,54,Male,Suburban,High School,High,No,No,,Control,Yes,Other,,
270,49,Female,Urban,College,High,No,Not Sure,,Reason,Positive,49,Female,Urban,College,High,No,Not Sure,,Control,Yes,Emotions Ad,,
271,26,Male,Rural,College,Medium,Yes,Not Sure,,Control,Negative,26,Male,Rural,College,Medium,Yes,Not Sure,,Reason,No,Not Applicable,Very effective,
272,58,Male,Suburban,Graduate School,Medium,No,Yes,,Emotions,Neutral,58,Male,Suburban,Graduate School,Medium,No,Yes,,Emotions,No,Not Applicable,,Not at all effective
273,52,Female,Rural,High School,Medium,Yes,Yes,,Emotions,Neutral,52,Female,Rural,High School,Medium,Yes,Yes,,Emotions,Yes,Reason Ad,,Very effective
274,36,Female,Urban,College,Low,Yes,Not Sure,,Control,Positive,36,Female,Urban,College,Low,Yes,Not Sure,,Reason,Yes,Reason Ad,Somewhat effective,
275,33,Male,Rural,High School,Low,No,Yes,Concerns about side effects,Emotions,Positive,33,Male,Rural,High School,Low,No,Yes,Concerns about side effects,Emotions,No,Not Applicable,,Not at all effective
276,20,Female,Suburban,Graduate School,Medium,Yes,Yes,,Reason,Positive,20,Female,Suburban,Graduate School,Medium,Yes,Yes,,Emotions,Yes,Other,,Somewhat effective
277,37,Female,Suburban,High School,Low,No,Not Sure,,Reason,Neutral,37,Female,Suburban,High School,Low,No,Not Sure,,Control,No,Not Applicable,,
278,41,Male,Suburban,Graduate School,Medium,No,No,Concerns about side effects,Reason,Positive,41,Male,Suburban,Graduate School,Medium,No,No,Concerns about side effects,Reason,No,Not Applicable,Not at all effective,
279,50,Male,Urban,High School,Low,Yes,No,Concerns about side effects,Reason,Negative,50,Male,Urban,High School,Low,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Somewhat effective,
280,41,Female,Suburban,High School,High,Yes,Not Sure,,Emotions,Neutral,41,Female,Suburban,High School,High,Yes,Not Sure,,Reason,No,Not Applicable,Not at all effective,
281,28,Male,Urban,Graduate School,Low,Yes,No,,Control,Negative,28,Male,Urban,Graduate School,Low,Yes,No,,Reason,Yes,Reason Ad,Somewhat effective,
282,25,Male,Rural,College,Low,No,Not Sure,,Emotions,Positive,25,Male,Rural,College,Low,No,Not Sure,,Control,No,Not Applicable,,
283,53,Male,Suburban,College,High,No,Not Sure,,Control,Neutral,53,Male,Suburban,College,High,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
284,55,Male,Suburban,College,Medium,Yes,Yes,,Control,Positive,55,Male,Suburban,College,Medium,Yes,Yes,,Emotions,Yes,Other,,Very effective
285,57,Male,Suburban,High School,Low,No,No,,Reason,Neutral,57,Male,Suburban,High School,Low,No,No,,Control,Yes,Reason Ad,,
286,37,Male,Rural,High School,Low,No,Not Sure,,Emotions,Positive,37,Male,Rural,High School,Low,No,Not Sure,,Emotions,Yes,Other,,Very effective
287,52,Male,Suburban,College,High,Yes,No,,Reason,Neutral,52,Male,Suburban,College,High,Yes,No,,Reason,No,Not Applicable,Very effective,
288,42,Female,Urban,High School,High,No,No,,Emotions,Neutral,42,Female,Urban,High School,High,No,No,,Control,Yes,Other,,
289,52,Male,Rural,High School,High,Yes,No,,Emotions,Neutral,52,Male,Rural,High School,High,Yes,No,,Control,Yes,Other,,
290,42,Female,Rural,College,High,Yes,Not Sure,,Reason,Negative,42,Female,Rural,College,High,Yes,Not Sure,,Reason,No,Not Applicable,Somewhat effective,
291,46,Female,Rural,Graduate School,Medium,Yes,Yes,,Emotions,Positive,46,Female,Rural,Graduate School,Medium,Yes,Yes,,Reason,Yes,Reason Ad,Somewhat effective,
292,35,Female,Rural,High School,Low,No,No,,Reason,Positive,35,Female,Rural,High School,Low,No,No,,Reason,Yes,Emotions Ad,Somewhat effective,
293,63,Male,Rural,High School,Low,Yes,Not Sure,,Control,Neutral,63,Male,Rural,High School,Low,Yes,Not Sure,,Emotions,Yes,Reason Ad,,Very effective
294,35,Male,Urban,High School,Low,Yes,No,,Reason,Negative,35,Male,Urban,High School,Low,Yes,No,,Reason,Yes,Emotions Ad,Very effective,
295,19,Female,Rural,High School,Low,Yes,Yes,,Emotions,Neutral,19,Female,Rural,High School,Low,Yes,Yes,,Control,No,Not Applicable,,
296,52,Male,Suburban,Graduate School,Medium,Yes,No,,Emotions,Positive,52,Male,Suburban,Graduate School,Medium,Yes,No,,Emotions,No,Not Applicable,,Very effective
297,33,Female,Rural,College,Low,No,Not Sure,,Control,Positive,33,Female,Rural,College,Low,No,Not Sure,,Emotions,No,Not Applicable,,Not at all effective
299,53,Male,Rural,College,Medium,No,No,,Control,Neutral,53,Male,Rural,College,Medium,No,No,,Control,Yes,Reason Ad,,
300,50,Female,Rural,High School,High,Yes,No,,Reason,Neutral,50,Female,Rural,High School,High,Yes,No,,Emotions,Yes,Emotions Ad,,Not at all effective
301,21,Female,Rural,Graduate School,High,No,Yes,,Reason,Positive,21,Female,Rural,Graduate School,High,No,Yes,,Reason,Yes,Other,Very effective,
303,31,Male,Urban,Graduate School,Medium,No,Not Sure,,Control,Neutral,31,Male,Urban,Graduate School,Medium,No,Not Sure,,Reason,No,Not Applicable,Not at all effective,
304,38,Female,Rural,High School,High,No,No,,Control,Positive,38,Female,Rural,High School,High,No,No,,Reason,Yes,Reason Ad,Not at all effective,
306,25,Male,Suburban,Graduate School,High,Yes,No,Concerns about side effects,Emotions,Negative,25,Male,Suburban,Graduate School,High,Yes,No,Concerns about side effects,Reason,No,Not Applicable,Very effective,
308,20,Female,Suburban,High School,Low,No,Not Sure,Concerns about side effects,Reason,Neutral,20,Female,Suburban,High School,Low,No,Not Sure,Concerns about side effects,Emotions,No,Not Applicable,,Very effective
309,34,Female,Suburban,College,Low,No,No,,Reason,Neutral,34,Female,Suburban,College,Low,No,No,,Control,Yes,Emotions Ad,,
310,50,Female,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Control,Positive,50,Female,Rural,High School,Medium,Yes,Not Sure,Concerns about side effects,Emotions,Yes,Reason Ad,,Somewhat effective
311,29,Male,Suburban,College,High,No,Not Sure,,Control,Positive,29,Male,Suburban,College,High,No,Not Sure,,Control,Yes,Emotions Ad,,
312,39,Male,Suburban,Graduate School,High,No,Yes,Concerns about side effects,Emotions,Negative,39,Male,Suburban,Graduate School,High,No,Yes,Concerns about side effects,Control,No,Not Applicable,,
313,39,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Control,Neutral,39,Female,Suburban,Graduate School,Low,Yes,Not Sure,,Reason,Yes,Other,Not at all effective,
314,63,Male,Rural,College,Low,Yes,No,,Reason,Neutral,63,Male,Rural,College,Low,Yes,No,,Emotions,Yes,Other,,Very effective
315,47,Male,Rural,High School,Low,Yes,Yes,Concerns about side effects,Control,Neutral,47,Male,Rural,High School,Low,Yes,Yes,Concerns about side effects,Reason,Yes,Reason Ad,Not at all effective,
316,55,Female,Suburban,High School,High,Yes,Yes,,Control,Positive,55,Female,Suburban,High School,High,Yes,Yes,,Emotions,Yes,Reason Ad,,Very effective
319,25,Male,Suburban,Graduate School,Medium,No,Not Sure,,Control,Neutral,25,Male,Suburban,Graduate School,Medium,No,Not Sure,,Emotions,Yes,Emotions Ad,,Not at all effective
320,44,Male,Rural,Graduate School,High,No,Not Sure,,Reason,Neutral,44,Male,Rural,Graduate School,High,No,Not Sure,,Reason,No,Not Applicable,Very effective,
